protein_accession,protein_description,wt1,wt2,wt3,kog1,kog2,kog3
16505_SRSF9_HUMAN,Serine/arginine-rich splicing factor 9 OS=Homo sapiens GN=SRSF9 PE=1 SV=1,1.6572666666666667,4.2340333333333335,3.5395333333333334,3.3704,1.1844333333333332,4.181733333333334
12957_PHB2_HUMAN,Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=2,15.7956,20.096766666666667,13.085866666666668,14.896866666666666,8.323366666666667,15.125666666666667
12802_PDP1_HUMAN,[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1_ mitochondrial OS=Homo sapiens GN=PDP1 PE=1 SV=3,7.220433333333333,3.9168,6.819066666666667,17.855166666666666,35.2509,11.551733333333333
1100_ARL1_HUMAN,ADP-ribosylation factor-like protein 1 OS=Homo sapiens GN=ARL1 PE=1 SV=1,0.8353999999999999,0.7387666666666667,0.4023333333333333,1.1988666666666667,0.44839999999999997,1.5250333333333335
1779_BROX_HUMAN,BRO1 domain-containing protein BROX OS=Homo sapiens GN=BROX PE=1 SV=1,1.9849333333333332,2.6135333333333333,5.2599,1.7368999999999999,1.7254,10.060466666666667
5173_EIF3F_HUMAN,Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens GN=EIF3F PE=1 SV=1,10.574466666666666,8.663366666666667,7.6001666666666665,10.8458,14.537766666666666,4.773833333333333
1376_ATPG_HUMAN,ATP synthase subunit gamma_ mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1,8.482866666666666,1.6572666666666667,6.970933333333334,6.274733333333333,6.644266666666667,7.6959333333333335
14884_RPN2_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens GN=RPN2 PE=1 SV=3,9.7483,8.274133333333333,9.5283,23.544333333333334,12.589666666666666,14.068166666666666
11453_NP1L4_HUMAN,Nucleosome assembly protein 1-like 4 OS=Homo sapiens GN=NAP1L4 PE=1 SV=1,7.011133333333333,2.1010666666666666,5.1683666666666666,4.719833333333334,0.29213333333333336,1.7651666666666668
13402_PP4R2_HUMAN,Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Homo sapiens GN=PPP4R2 PE=1 SV=3,0.9114333333333334,2.4924,1.0867666666666667,1.4700666666666666,0.4359666666666666,1.1298
4582_DHX15_HUMAN,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2,17.011033333333334,18.642633333333333,18.742266666666666,25.015766666666668,45.01853333333334,19.705533333333335
14060_RABP2_HUMAN,Cellular retinoic acid-binding protein 2 OS=Homo sapiens GN=CRABP2 PE=1 SV=2,2.7544333333333335,2.0203333333333333,1.4726000000000001,6.227366666666667,2.9040333333333335,7.152333333333333
271_ABHDA_HUMAN,Mycophenolic acid acyl-glucuronide esterase_ mitochondrial OS=Homo sapiens GN=ABHD10 PE=1 SV=1,2.3464666666666667,3.5947,2.2470333333333334,7.015633333333334,5.5967666666666664,6.359533333333333
13249_PLSI_HUMAN,Plastin-1 OS=Homo sapiens GN=PLS1 PE=1 SV=2,2.4056,3.7826,1.893,1.8601333333333334,1.9815333333333334,3.3873666666666664
6066_FEN1_HUMAN,Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1,10.270433333333333,9.6511,7.419766666666667,9.410233333333332,2.9323333333333332,13.227666666666666
4408_DCXR_HUMAN,L-xylulose reductase OS=Homo sapiens GN=DCXR PE=1 SV=2,1.467,1.2797666666666667,1.2991,2.447166666666667,10.625966666666667,1.5218666666666667
9143_KTHY_HUMAN,Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4,2.0895,1.8908666666666667,1.8754333333333333,1.5289666666666668,2.3437666666666663,1.9464333333333335
7309_H2AY_HUMAN,Core histone macro-H2A.1 OS=Homo sapiens GN=H2AFY PE=1 SV=4,4.386233333333333,1.6205666666666667,1.6308333333333334,4.969233333333333,37.78236666666667,4.760133333333333
9335_LDHB_HUMAN,L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2,26.159033333333333,23.227266666666665,30.645533333333333,30.461066666666667,10.739333333333333,31.333066666666667
13427_PPCE_HUMAN,Prolyl endopeptidase OS=Homo sapiens GN=PREP PE=1 SV=2,17.1154,1.8071,6.064033333333334,7.889466666666666,12.649933333333333,5.4445
14050_RAB8A_HUMAN,Ras-related protein Rab-8A OS=Homo sapiens GN=RAB8A PE=1 SV=1,0.1922,0.78,2.0557,1.3173333333333335,0.013433333333333334,0.19473333333333334
3870_CRKL_HUMAN,Crk-like protein OS=Homo sapiens GN=CRKL PE=1 SV=1,1.5952,1.4523000000000001,0.9446,2.6514666666666664,1.1039,2.4365
2323_CC147_HUMAN,Coiled-coil domain-containing protein 147 OS=Homo sapiens GN=CCDC147 PE=2 SV=1,4.5174666666666665,4.113733333333333,6.2988333333333335,18.591466666666665,0.8815666666666667,2.9532000000000003
9288_LC7L2_HUMAN,Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens GN=LUC7L2 PE=1 SV=2,3.090133333333333,4.8491333333333335,6.402666666666667,5.1136333333333335,18.987533333333335,7.7292000000000005
3106_CISY_HUMAN,Citrate synthase_ mitochondrial OS=Homo sapiens GN=CS PE=1 SV=2,13.943333333333333,7.316533333333334,10.982266666666666,9.233566666666666,7.9668,9.845166666666668
9111_KRR1_HUMAN,KRR1 small subunit processome component homolog OS=Homo sapiens GN=KRR1 PE=1 SV=4,2.4489,2.0691,5.4721,2.0762666666666667,1.7013666666666667,4.308966666666667
17859_TNPO1_HUMAN,Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2,15.2216,14.6423,7.1783,14.231733333333334,16.817133333333334,10.373933333333333
13937_PYGL_HUMAN,Glycogen phosphorylase_ liver form OS=Homo sapiens GN=PYGL PE=1 SV=4,9.673333333333332,12.0682,9.9925,27.377033333333333,20.329633333333334,26.331799999999998
4331_DBLOH_HUMAN,Diablo homolog_ mitochondrial OS=Homo sapiens GN=DIABLO PE=1 SV=1,0.9556,0.5681333333333334,0.5234666666666666,0.8873333333333333,1.4284666666666666,1.1039
4434_DDX17_HUMAN,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=2,9.1661,11.382933333333334,9.947566666666667,12.748333333333335,37.012100000000004,25.163233333333334
6872_GNA1_HUMAN,Glucosamine 6-phosphate N-acetyltransferase OS=Homo sapiens GN=GNPNAT1 PE=1 SV=1,0.2734666666666667,0.4427,0.3658,1.6745999999999999,1.0002666666666666,1.6692333333333333
6408_FXR1_HUMAN,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens GN=FXR1 PE=1 SV=3,5.876666666666667,5.677966666666666,5.5253,3.4047666666666667,15.4977,5.527666666666667
1888_C1TC_HUMAN,C-1-tetrahydrofolate synthase_ cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3,26.300466666666665,19.1681,25.707,31.734366666666666,29.038800000000002,26.104633333333332
14143_RB11A_HUMAN,Ras-related protein Rab-11A OS=Homo sapiens GN=RAB11A PE=1 SV=3,4.288466666666666,1.0552000000000001,3.8244,0.06060000000000001,1.4700666666666666,0.22193333333333332
9250_LAP2B_HUMAN,Lamina-associated polypeptide 2_ isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2,12.243433333333332,10.683366666666666,9.9687,7.1004000000000005,0.6450666666666667,10.625966666666667
11148_NDUS3_HUMAN,NADH dehydrogenase [ubiquinone] iron-sulfur protein 3_ mitochondrial OS=Homo sapiens GN=NDUFS3 PE=1 SV=1,3.7643666666666666,4.164633333333333,1.8004666666666667,3.5640666666666667,3.642866666666667,4.3627666666666665
14020_RAB2A_HUMAN,Ras-related protein Rab-2A OS=Homo sapiens GN=RAB2A PE=1 SV=1,2.6957666666666666,4.386233333333333,2.6083333333333334,5.507666666666666,0.8179333333333333,7.481366666666666
812_ANM1_HUMAN,Protein arginine N-methyltransferase 1 OS=Homo sapiens GN=PRMT1 PE=1 SV=2,13.005433333333333,5.968066666666667,9.348933333333333,8.833033333333333,28.538800000000002,8.504900000000001
16125_SNW1_HUMAN,SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=1 SV=1,3.7826,2.685833333333333,2.7917,1.8391333333333333,4.158733333333333,6.1462
13302_PNO1_HUMAN,RNA-binding protein PNO1 OS=Homo sapiens GN=PNO1 PE=1 SV=1,0.3658,1.1653666666666667,0.7387666666666667,0.37316666666666665,4.567933333333333,0.5779000000000001
9348_LEG1_HUMAN,Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2,5.8658,4.628066666666666,5.585666666666667,5.0090666666666666,4.8949,7.6612
8558_K2C7_HUMAN,Keratin_ type II cytoskeletal 7 OS=Homo sapiens GN=KRT7 PE=1 SV=5,0.08736666666666668,14.4513,0.096,1.501,0.8461666666666666,3.3976
965_APMAP_HUMAN,Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2,6.064033333333334,5.136733333333334,2.9385000000000003,2.8502,12.035733333333333,5.411933333333333
16841_SYSC_HUMAN,Serine--tRNA ligase_ cytoplasmic OS=Homo sapiens GN=SARS PE=1 SV=3,4.584833333333333,5.696133333333334,4.924533333333334,11.4398,12.161533333333333,10.2657
16008_SMCA1_HUMAN,Probable global transcription activator SNF2L1 OS=Homo sapiens GN=SMARCA1 PE=1 SV=2,4.6424666666666665,3.8541,6.6096,31.115833333333335,2.7094666666666667,1.9889666666666665
4964_DX39B_HUMAN,Spliceosome RNA helicase DDX39B OS=Homo sapiens GN=DDX39B PE=1 SV=1,14.484266666666667,7.5583,13.997766666666667,16.542299999999997,9.104566666666667,18.0681
4963_DX39A_HUMAN,ATP-dependent RNA helicase DDX39A OS=Homo sapiens GN=DDX39A PE=1 SV=2,1.7622333333333333,4.396,3.2279666666666667,3.2306333333333335,2.5615,0.8063
17209_TCPE_HUMAN,T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1,27.682,29.987499999999997,32.554500000000004,27.91303333333333,56.68736666666666,29.605466666666665
16286_SPCS3_HUMAN,Signal peptidase complex subunit 3 OS=Homo sapiens GN=SPCS3 PE=1 SV=1,1.3448666666666667,1.6145666666666667,0.8283666666666667,1.4572333333333334,0.4169,1.4700666666666666
5558_F10A1_HUMAN,Hsc70-interacting protein OS=Homo sapiens GN=ST13 PE=1 SV=2,12.1684,5.434433333333334,2.144433333333333,10.2124,0.4194,8.495133333333333
15706_SFXN1_HUMAN,Sideroflexin-1 OS=Homo sapiens GN=SFXN1 PE=1 SV=4,5.4721,6.646466666666666,4.945766666666667,5.7264,14.216666666666667,6.837233333333334
10975_NAMPT_HUMAN,Nicotinamide phosphoribosyltransferase OS=Homo sapiens GN=NAMPT PE=1 SV=1,7.873566666666666,4.9007000000000005,8.358766666666666,7.511,18.001266666666666,7.295366666666667
396_ACTBL_HUMAN,Beta-actin-like protein 2 OS=Homo sapiens GN=ACTBL2 PE=1 SV=2,24.407866666666667,28.979866666666666,33.1479,90.85293333333333,10.709100000000001,37.012100000000004
1305_ATAD2_HUMAN,ATPase family AAA domain-containing protein 2 OS=Homo sapiens GN=ATAD2 PE=1 SV=1,3.0953666666666666,3.8036666666666665,5.7039333333333335,5.309233333333333,11.620933333333333,2.7677666666666667
121_4F2_HUMAN,4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3,13.467766666666666,8.796100000000001,12.333533333333333,23.9026,38.57836666666667,13.306466666666665
10897_MYPT1_HUMAN,Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1,28.117733333333334,5.5351333333333335,4.584833333333333,5.486633333333333,11.843233333333334,7.897833333333333
12896_PFD5_HUMAN,Prefoldin subunit 5 OS=Homo sapiens GN=PFDN5 PE=1 SV=2,0.33840000000000003,0.7335666666666667,0.9894333333333334,1.0134333333333334,0.2063,1.0134333333333334
10839_MYH9_HUMAN,Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4,78.98723333333334,63.8306,47.73243333333333,152.55863333333332,121.33263333333333,292.6705666666667
17205_TCP4_HUMAN,Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens GN=SUB1 PE=1 SV=3,1.2660666666666667,1.8262666666666667,2.4489,3.4604333333333335,1.8601333333333334,1.4143
7704_HS90B_HUMAN,Heat shock protein H90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4,138.32626666666667,102.59223333333334,135.44153333333333,121.33263333333333,71.28906666666667,152.55863333333332
14582_RL23A_HUMAN,60S ribosomal protein L23a OS=Homo sapiens GN=RPL23A PE=1 SV=1,6.6096,4.4336,2.6957666666666666,3.7190333333333334,5.507666666666666,7.750266666666667
372_ACPH_HUMAN,Acylamino-acid-releasing enzyme OS=Homo sapiens GN=APEH PE=1 SV=4,8.6009,9.3528,7.164366666666667,26.648433333333333,13.053533333333332,16.028433333333332
12623_PCBP1_HUMAN,Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2,11.1714,5.890633333333334,13.197066666666666,10.138333333333334,2.8838666666666666,5.8662
15548_SDHA_HUMAN,Succinate dehydrogenase [ubiquinone] flavoprotein subunit_ mitochondrial OS=Homo sapiens GN=SDHA PE=1 SV=2,2.4553666666666665,7.642266666666667,5.115266666666667,4.827266666666667,16.529133333333334,7.827133333333334
5468_ESYT1_HUMAN,Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1,5.221066666666666,5.002,5.876666666666667,11.462566666666666,11.119166666666667,7.8307
12930_PGM1_HUMAN,Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3,2.752133333333333,4.603866666666667,3.2448666666666663,3.272333333333333,9.332699999999999,2.8270333333333335
7629_HNRPM_HUMAN,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3,53.1164,39.54943333333333,51.593266666666665,37.1635,31.2703,32.3672
17086_TBB5_HUMAN,Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2,23.6444,28.785333333333334,21.9926,59.972,9.306533333333334,60.81163333333333
17206_TCPA_HUMAN,T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1,26.368066666666667,26.368066666666667,23.6444,40.34726666666666,36.90736666666666,35.56296666666667
6879_GNAS1_HUMAN,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens GN=GNAS PE=1 SV=2,2.1010666666666666,3.749766666666667,9.143699999999999,3.0138666666666665,8.463533333333334,4.034466666666667
13712_PRS7_HUMAN,26S protease regulatory subunit 7 OS=Homo sapiens GN=PSMC2 PE=1 SV=3,6.1852,10.869366666666666,9.4494,9.901133333333334,6.227366666666667,9.543433333333333
14973_RSMB_HUMAN,Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens GN=SNRPB PE=1 SV=2,1.3158666666666667,2.478666666666667,4.6424666666666665,4.056633333333334,1.5547,3.5518
5523_EXOS2_HUMAN,Exosome complex component RRP4 OS=Homo sapiens GN=EXOSC2 PE=1 SV=2,1.4916666666666667,1.3237999999999999,0.9213333333333333,1.6692333333333333,0.33290000000000003,1.4572333333333334
1503_BACH_HUMAN,Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens GN=ACOT7 PE=1 SV=3,7.493266666666666,3.1934,4.8924,15.3196,31.616866666666667,11.318733333333332
12920_PGES2_HUMAN,Prostaglandin E synthase 2 OS=Homo sapiens GN=PTGES2 PE=1 SV=1,1.5826333333333333,2.2470333333333334,2.0609333333333333,3.7316333333333334,6.189966666666667,3.836266666666667
18236_TSN_HUMAN,Translin OS=Homo sapiens GN=TSN PE=1 SV=1,0.9400333333333333,3.3051,1.1931333333333334,0.8179333333333333,8.9244,2.871366666666667
13577_PRDX4_HUMAN,Peroxiredoxin-4 OS=Homo sapiens GN=PRDX4 PE=1 SV=1,6.020133333333333,4.46,5.128833333333334,11.551733333333333,26.916666666666668,3.272333333333333
13781_PSME1_HUMAN,Proteasome activator complex subunit 1 OS=Homo sapiens GN=PSME1 PE=1 SV=1,5.072666666666667,4.924533333333334,3.096833333333333,4.933066666666667,12.192233333333334,3.6947
2374_CCAR2_HUMAN,Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens GN=CCAR2 PE=1 SV=2,10.7494,13.402166666666666,11.637433333333334,20.813933333333335,12.6969,21.780333333333335
4741_DNMT1_HUMAN,DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1 PE=1 SV=2,15.611933333333333,11.829533333333334,28.644,9.759266666666667,22.0839,15.4977
12456_PA2G4_HUMAN,Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=3,16.189799999999998,22.574366666666666,24.52253333333333,26.916666666666668,10.8583,22.774066666666666
13169_PLAK_HUMAN,Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3,10.925433333333334,7.831066666666667,15.8969,10.165966666666666,6.1462,6.318466666666667
10063_MBB1A_HUMAN,Myb-binding protein 1A OS=Homo sapiens GN=MYBBP1A PE=1 SV=2,12.764133333333334,10.389166666666666,11.547266666666667,28.538800000000002,35.56296666666667,21.982066666666668
17904_TOP2A_HUMAN,DNA topoisomerase 2-alpha OS=Homo sapiens GN=TOP2A PE=1 SV=3,23.692933333333333,12.709966666666666,10.366866666666667,45.98146666666666,9.968966666666667,59.41263333333333
7598_HMOX2_HUMAN,Heme oxygenase 2 OS=Homo sapiens GN=HMOX2 PE=1 SV=2,2.397466666666667,2.5255666666666667,2.1726666666666667,3.7932,9.233566666666666,2.4915666666666665
18000_TR150_HUMAN,Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2,9.008366666666667,11.4419,12.409166666666668,14.633700000000001,34.44423333333333,18.987533333333335
348_ACLY_HUMAN,ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=1 SV=3,32.847166666666666,17.274566666666665,23.97056666666667,35.56296666666667,47.80713333333333,44.0792
13230_PLOD3_HUMAN,Procollagen-lysine_2-oxoglutarate 5-dioxygenase 3 OS=Homo sapiens GN=PLOD3 PE=1 SV=1,3.8364333333333334,1.882,1.7394666666666667,9.940100000000001,15.6003,9.1166
12715_PCNP_HUMAN,PEST proteolytic signal-containing nuclear protein OS=Homo sapiens GN=PCNP PE=1 SV=2,1.5497333333333334,6.0503,2.0272666666666668,1.1298,1.3553,1.8391333333333333
11983_OGA_HUMAN,Protein O-GlcNAcase OS=Homo sapiens GN=MGEA5 PE=1 SV=2,3.8956666666666666,8.884333333333334,4.0139,4.4375,4.1898333333333335,4.377599999999999
4466_DDX6_HUMAN,Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens GN=DDX6 PE=1 SV=2,7.851266666666667,6.6096,10.043899999999999,6.913133333333334,7.889466666666666,4.781633333333334
13806_PTBP3_HUMAN,Polypyrimidine tract-binding protein 3 OS=Homo sapiens GN=PTBP3 PE=1 SV=2,0.1646,1.5325666666666666,1.3539333333333334,3.9592333333333336,1.3173333333333335,2.6849333333333334
13575_PRDX2_HUMAN,Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5,11.4943,6.585699999999999,8.872466666666666,11.933066666666667,2.5034666666666667,8.843966666666667
18773_VAPA_HUMAN,Vesicle-associated membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3,5.7302333333333335,6.848433333333333,5.823600000000001,4.2696000000000005,2.793433333333333,5.0421
13680_PRRC1_HUMAN,Protein PRRC1 OS=Homo sapiens GN=PRRC1 PE=1 SV=1,0.8711333333333333,1.8487,1.2089666666666667,4.034466666666667,7.1993,2.3837666666666664
10001_MAP4_HUMAN,Microtubule-associated protein 4 OS=Homo sapiens GN=MAP4 PE=1 SV=3,16.9228,22.49673333333333,21.531333333333333,37.5031,50.019333333333336,27.91303333333333
7232_GTF2I_HUMAN,General transcription factor II-I OS=Homo sapiens GN=GTF2I PE=1 SV=2,13.1989,7.696933333333333,8.3186,6.1609,13.227666666666666,5.805033333333333
18994_WDR12_HUMAN,Ribosome biogenesis protein WDR12 OS=Homo sapiens GN=WDR12 PE=1 SV=2,4.415966666666667,1.9421666666666666,4.103133333333333,4.678133333333333,13.123933333333333,3.902066666666667
275_ABHEB_HUMAN,Alpha/beta hydrolase domain-containing protein 14B OS=Homo sapiens GN=ABHD14B PE=1 SV=1,1.4847666666666668,1.7237333333333333,1.3748,1.8635333333333333,5.1719333333333335,2.1284333333333336
18457_U5S1_HUMAN,116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens GN=EFTUD2 PE=1 SV=1,17.818866666666665,23.97056666666667,18.2886,27.7449,18.3009,27.7449
18729_USMG5_HUMAN,Up-regulated during skeletal muscle growth protein 5 OS=Homo sapiens GN=USMG5 PE=1 SV=1,1.7674666666666667,0.44153333333333333,1.1403333333333332,0.6821333333333333,0.9432333333333333,0.2768
9500_LMNB2_HUMAN,Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=3,12.540566666666667,9.338933333333333,16.273966666666666,9.845166666666668,25.708366666666667,10.739333333333333
13891_PUF60_HUMAN,Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens GN=PUF60 PE=1 SV=1,10.683366666666666,18.0933,9.901066666666667,22.222133333333332,6.7993,30.3313
14612_RL4_HUMAN,60S ribosomal protein L4 OS=Homo sapiens GN=RPL4 PE=1 SV=5,19.433966666666667,11.1714,22.49673333333333,26.044866666666667,10.853266666666666,14.954866666666668
666_ALDH2_HUMAN,Aldehyde dehydrogenase_ mitochondrial OS=Homo sapiens GN=ALDH2 PE=1 SV=2,2.3303333333333334,2.3636333333333335,2.9215,2.6906666666666665,3.2933666666666666,2.554266666666667
5883_FABP5_HUMAN,Fatty acid-binding protein_ epidermal OS=Homo sapiens GN=FABP5 PE=1 SV=3,4.482966666666666,2.7296666666666667,4.5174666666666665,5.6578333333333335,2.0233333333333334,2.9918
19026_WDR5_HUMAN,WD repeat-containing protein 5 OS=Homo sapiens GN=WDR5 PE=1 SV=1,2.1573333333333333,1.4246333333333332,2.4553666666666665,1.6915,8.161233333333334,2.1689
8560_K2C8_HUMAN,Keratin_ type II cytoskeletal 8 OS=Homo sapiens GN=KRT8 PE=1 SV=7,45.17966666666667,47.73243333333333,59.54083333333334,91.67743333333334,13.946166666666667,106.4128
7960_IF4A3_HUMAN,Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4,12.756733333333333,15.987233333333334,13.005433333333333,11.2812,33.58076666666667,23.544333333333334
9472_LIS1_HUMAN,Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens GN=PAFAH1B1 PE=1 SV=2,2.0054666666666665,3.913133333333333,6.020133333333333,4.353,9.543433333333333,3.9592333333333336
5086_EF1B_HUMAN,Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3,5.1779,3.8956666666666666,3.5036,7.7292000000000005,3.2436333333333334,11.495866666666668
3750_CPNS1_HUMAN,Calpain small subunit 1 OS=Homo sapiens GN=CAPNS1 PE=1 SV=1,5.936266666666667,7.851266666666667,5.7302333333333335,4.599233333333333,2.5355,7.055033333333333
16712_SUCA_HUMAN,Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha_ mitochondrial OS=Homo sapiens GN=SUCLG1 PE=1 SV=4,2.257833333333333,1.6259000000000001,1.5182333333333333,1.5372666666666668,2.1689,1.8635333333333333
727_AMPB_HUMAN,Aminopeptidase B OS=Homo sapiens GN=RNPEP PE=1 SV=2,3.438566666666667,5.7302333333333335,7.962133333333333,3.3361666666666667,9.862166666666667,4.199166666666667
8263_IPO5_HUMAN,Importin-5 OS=Homo sapiens GN=IPO5 PE=1 SV=4,24.220399999999998,14.230266666666665,13.6019,31.2703,115.58843333333333,37.5031
15681_SF3B1_HUMAN,Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3,22.49673333333333,26.300466666666665,18.642633333333333,64.91736666666667,38.05446666666666,43.329633333333334
5396_ERF1_HUMAN,Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens GN=ETF1 PE=1 SV=3,6.2235,6.4382,7.364833333333333,5.0305333333333335,4.761533333333333,5.507666666666666
13156_PKP3_HUMAN,Plakophilin-3 OS=Homo sapiens GN=PKP3 PE=1 SV=1,3.1698666666666666,4.077066666666667,1.9764666666666668,6.382899999999999,17.422766666666668,5.1136333333333335
15740_SGPL1_HUMAN,Sphingosine-1-phosphate lyase 1 OS=Homo sapiens GN=SGPL1 PE=1 SV=3,3.290566666666667,1.9987666666666666,1.6205666666666667,3.1371666666666664,10.313066666666666,2.6536333333333335
3741_CPNE1_HUMAN,Copine-1 OS=Homo sapiens GN=CPNE1 PE=1 SV=1,3.9962333333333335,5.4526666666666666,2.4924,9.4994,6.948233333333333,8.237133333333333
13783_PSME3_HUMAN,Proteasome activator complex subunit 3 OS=Homo sapiens GN=PSME3 PE=1 SV=1,5.4526666666666666,5.601533333333333,3.7048,6.3751,8.952533333333333,4.5931999999999995
7927_IDH3A_HUMAN,Isocitrate dehydrogenase [NAD] subunit alpha_ mitochondrial OS=Homo sapiens GN=IDH3A PE=1 SV=1,5.669733333333333,7.1783,7.438366666666666,7.2289,9.901133333333334,5.974733333333333
11593_NSA2_HUMAN,Ribosome biogenesis protein NSA2 homolog OS=Homo sapiens GN=NSA2 PE=1 SV=1,0.7172666666666667,0.09319999999999999,0.8197666666666666,0.2063,0.5897333333333333,0.2517666666666667
7727_HSPB1_HUMAN,Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2,17.274566666666665,26.9478,15.934366666666667,22.5195,28.098133333333333,25.647666666666666
10923_NAA16_HUMAN,N-alpha-acetyltransferase 16_ NatA auxiliary subunit OS=Homo sapiens GN=NAA16 PE=1 SV=2,16.10793333333333,12.466133333333334,24.220399999999998,25.163233333333334,3.9880666666666666,54.08663333333333
12507_PAK1_HUMAN,Serine/threonine-protein kinase PAK 1 OS=Homo sapiens GN=PAK1 PE=1 SV=2,0.7387666666666667,0.9446,1.7508666666666666,1.4117666666666666,0.39913333333333334,2.2451333333333334
16144_SNX2_HUMAN,Sorting nexin-2 OS=Homo sapiens GN=SNX2 PE=1 SV=2,2.4924,2.0054666666666665,4.4336,3.593933333333333,9.6806,1.7368999999999999
382_ACSF3_HUMAN,Acyl-CoA synthetase family member 3_ mitochondrial OS=Homo sapiens GN=ACSF3 PE=1 SV=3,1.8754333333333333,3.8481,0.9662,3.602666666666667,12.614833333333333,8.0236
1268_AT1A1_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1,26.876366666666666,17.011033333333334,12.593866666666667,11.063866666666668,58.21543333333333,42.04773333333333
13941_PYR1_HUMAN,CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3,33.1479,23.210966666666664,38.35503333333333,64.35456666666667,89.14036666666667,61.7363
1101_ARL2_HUMAN,ADP-ribosylation factor-like protein 2 OS=Homo sapiens GN=ARL2 PE=1 SV=4,4.471966666666667,0.8026333333333333,0.30696666666666667,0.6466666666666666,0.43896666666666667,1.2280333333333333
10655_MSMO1_HUMAN,Methylsterol monooxygenase 1 OS=Homo sapiens GN=MSMO1 PE=1 SV=1,0.5851666666666666,0.5711333333333333,0.5681333333333334,0.9415,0.8546,1.2931
14005_RAB14_HUMAN,Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4,2.1288,1.2945,2.852666666666667,1.7490333333333334,1.1988666666666667,1.5250333333333335
