protein.Accession,protein.Description,1 None,2 None,3 None,1 TGFB,2 TGFB,3 TGFB
O95747,Serine/threonine-protein kise OSR1 OS=Homo sapiens GN=OXSR1 PE=1 SV=1,,22.67172512,36.62324814,27.47392535,24.75455032,25.86800787
O95741,Copine-6 OS=Homo sapiens GN=CPNE6 PE=1 SV=3,,4.314348785,7.677701721,12.1996045,8.906902775,2.271016742
P37235,Hippocalcin-like protein 1 OS=Homo sapiens GN=HPCAL1 PE=1 SV=3,,17.13610144,25.21827368,12.61545828,12.89986466,13.69130143
Q9Y676,28S ribosomal protein S18b_ mitochondrial OS=Homo sapiens GN=MRPS18B PE=1 SV=1,18.41229373,12.53815187,13.98292678,13.23722691,,11.22858025
P47813,Eukaryotic translation initiation factor 1A_ X-chromosomal OS=Homo sapiens GN=EIF1AX PE=1 SV=2,,42.7556635,28.54936576,19.14714828,37.69979247,42.66104527
Q9Y295,Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens GN=DRG1 PE=1 SV=1,,9.034042754,8.657003116,108.6027521,18.76061678,73.91836034
P49959,Double-strand break repair protein MRE11A OS=Homo sapiens GN=MRE11A PE=1 SV=3,,6.08316362,4.377787371,11.11924565,14.47297925,10.17293461
Q9Y2Z0,Suppressor of G2 allele of SKP1 homolog OS=Homo sapiens GN=SUGT1 PE=1 SV=3,8.728051373,28.66136922,,47.43503153,26.82031639,25.21814509
Q9Y2Z4,Tyrosine--tR ligase_ mitochondrial OS=Homo sapiens GN=YARS2 PE=1 SV=2,,6.474030177,6.455102926,14.2692343,6.516993494,9.157799444
Q93008,Probable ubiquitin carboxyl-termil hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=1 SV=3,,20.59992955,26.99549256,31.04993719,23.62250829,22.12296312
Q7L273,BTB/POZ domain-containing protein KCTD9 OS=Homo sapiens GN=KCTD9 PE=2 SV=1,,11.31338407,3.383673714,7.570653767,3.838866628,3.868836209
Q9Y2T2,AP-3 complex subunit mu-1 OS=Homo sapiens GN=AP3M1 PE=1 SV=1,,34.96176856,29.05894293,21.32474222,23.98527154,18.14304795
Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens GN=VTA1 PE=1 SV=1,29.12902886,21.15507499,20.28395945,11.93704046,8.320759134,
P09543,2'_3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens GN=CNP PE=1 SV=2,39.99626109,,17.43004193,15.64544173,14.8038799,18.67177477
Q92734,Protein TFG OS=Homo sapiens GN=TFG PE=1 SV=2,,8.276252891,3.941955821,27.27942769,13.74899242,9.875744705
Q16739,Ceramide glucosyltransferase OS=Homo sapiens GN=UGCG PE=1 SV=1,13.2414819,7.664601375,,10.54642118,6.27026145,8.072943306
Q00765,Receptor expression-enhancing protein 5 OS=Homo sapiens GN=REEP5 PE=1 SV=3,,10.21120573,16.16522882,12.73515155,7.995503943,8.685290102
Q9H4A5,Golgi phosphoprotein 3-like OS=Homo sapiens GN=GOLPH3L PE=1 SV=1,,2.49026729,6.500208978,2.605987901,3.101707065,6.396475866
P32455,Interferon-induced guanylate-binding protein 1 OS=Homo sapiens GN=GBP1 PE=1 SV=2,,6.962923229,18.42192049,19.73619389,11.9959931,10.00349116
P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens GN=GNB1 PE=1 SV=3,,18.24188535,39.22483947,31.57628186,28.90840767,9.17028594
Q9Y6D6,Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Homo sapiens GN=ARFGEF1 PE=1 SV=2,55.92687409,54.06386456,38.16074324,89.43567053,,22.09883763
Q5T1M5,FK506-binding protein 15 OS=Homo sapiens GN=FKBP15 PE=1 SV=2,,12.87392078,11.41155347,12.29630743,41.0951915,10.04897365
Q8IYD1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens GN=GSPT2 PE=1 SV=2,,2.967442232,2.554881569,2.592605464,10.49545683,4.588645969
Q92600,Cell differentiation protein RCD1 homolog OS=Homo sapiens GN=RQCD1 PE=1 SV=1,7.730276693,,14.844513,11.1976998,15.73114588,7.293639066
Q8IVD9,NudC domain-containing protein 3 OS=Homo sapiens GN=NUDCD3 PE=1 SV=3,,8.055974967,18.57359148,9.330553449,8.408263686,6.545635816
Q14126,Desmoglein-2 OS=Homo sapiens GN=DSG2 PE=1 SV=2,22.33497049,,13.34391595,41.44999382,5.462234319,48.05159547
O00566,U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens GN=MPHOSPH10 PE=1 SV=2,,10.35047096,10.43878058,27.62234875,19.92665985,14.52541065
P68431,Histone H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2,,95.89605089,17.74781735,43.35812973,94.32721309,90.95508215
Q9H173,Nucleotide exchange factor SIL1 OS=Homo sapiens GN=SIL1 PE=1 SV=1,,18.5027823,21.87750881,6.488516823,5.966219483,7.508508495
Q13131,5'-AMP-activated protein kise catalytic subunit alpha-1 OS=Homo sapiens GN=PRKAA1 PE=1 SV=4,,14.08877325,63.32524829,28.7645039,47.90040258,13.41123103
P41743,Protein kise C iota type OS=Homo sapiens GN=PRKCI PE=1 SV=2,58.47643064,,6.292205928,26.20050378,6.158164953,21.63389928
Q9HAS0,Protein Njmu-R1 OS=Homo sapiens GN=C17orf75 PE=1 SV=2,,4.594287662,5.052117804,5.245665854,4.359146628,7.017128159
O43432,Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=2,,22.23173264,31.72112185,17.99600912,14.49098483,21.46016184
O94808,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 OS=Homo sapiens GN=GFPT2 PE=1 SV=3,,57.93636174,88.73348008,8.950698114,8.477677121,14.71440309
Q8TD16,Protein bicaudal D homolog 2 OS=Homo sapiens GN=BICD2 PE=1 SV=1,27.35434901,,17.02777474,26.76406348,15.09923984,19.89127036
Q8NI27,THO complex subunit 2 OS=Homo sapiens GN=THOC2 PE=1 SV=2,,23.45926096,54.90246328,16.49109322,24.33447714,12.82470472
Q2VIR3,Putative eukaryotic translation initiation factor 2 subunit 3-like protein OS=Homo sapiens GN=EIF2S3L PE=5 SV=2,,7.483139688,3.244996595,3.91278758,4.752660502,1.269837076
Q14008,Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 PE=1 SV=3,,53.3528908,44.55216481,102.6734589,68.26240399,59.41820517
P36915,Guanine nucleotide-binding protein-like 1 OS=Homo sapiens GN=GNL1 PE=1 SV=2,11.30600655,19.11178598,8.164498564,7.817838925,16.44858912,
Q9BVL4,Selenoprotein O OS=Homo sapiens GN=SELO PE=2 SV=3,15.78955611,10.95412261,8.008483648,8.025968579,7.747103923,
Q9NRG9,Aladin OS=Homo sapiens GN=AAAS PE=1 SV=1,67.01263528,38.15264359,27.25348857,,45.08272177,43.62657344
Q9BWF3,R-binding protein 4 OS=Homo sapiens GN=RBM4 PE=1 SV=1,12.84850426,7.901442397,13.29834268,,3.103717189,10.00722016
O43324,Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens GN=EEF1E1 PE=1 SV=1,,21.46915413,15.62033205,6.24470067,19.74446562,22.72604392
P49406,39S ribosomal protein L19_ mitochondrial OS=Homo sapiens GN=MRPL19 PE=1 SV=2,,16.61796945,16.60708377,25.63613302,18.89268622,14.44020868
O15400,Syntaxin-7 OS=Homo sapiens GN=STX7 PE=1 SV=4,41.80519093,11.37800269,,10.61798135,8.668895525,7.380818537
Q96RR4,Calcium/calmodulin-dependent protein kise kise 2 OS=Homo sapiens GN=CAMKK2 PE=1 SV=2,3.692523093,8.512530542,,7.053199526,2.689417776,9.061918976
Q9BSV6,tR-splicing endonuclease subunit Sen34 OS=Homo sapiens GN=TSEN34 PE=1 SV=1,,7.40556355,5.455167911,5.033792861,4.239437321,4.158455112
P60953,Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2,,33.91553292,12.99217209,20.1093424,17.03828256,7.332059053
P22570,DPH:adrenodoxin oxidoreductase_ mitochondrial OS=Homo sapiens GN=FDXR PE=1 SV=3,,8.498277265,12.77069531,14.03259288,11.99569372,14.88181253
P61421,V-type proton ATPase subunit d 1 OS=Homo sapiens GN=ATP6V0D1 PE=1 SV=1,24.08936562,5.557933161,8.577246725,12.07442101,10.90997008,
O15078,Centrosomal protein of 290 kDa OS=Homo sapiens GN=CEP290 PE=1 SV=2,,61.17963025,30.24672723,19.76863616,73.27360067,22.57168597
Q9NX08,COMM domain-containing protein 8 OS=Homo sapiens GN=COMMD8 PE=1 SV=1,,13.28816722,22.08193823,15.32460637,13.73115791,10.96500784
Q5T160,Probable arginine--tR ligase_ mitochondrial OS=Homo sapiens GN=RARS2 PE=1 SV=1,,32.42620627,6.641399004,11.31683156,31.24686633,32.38963119
Q9BS26,Endoplasmic reticulum resident protein 44 OS=Homo sapiens GN=ERP44 PE=1 SV=1,,23.96049183,26.96493359,43.0207301,27.73766006,29.74475407
Q9HD20,Probable cation-transporting ATPase 13A1 OS=Homo sapiens GN=ATP13A1 PE=1 SV=2,,14.73912833,35.24858689,13.82845612,25.30793321,27.47458483
Q13748,Tubulin alpha-3C/D chain OS=Homo sapiens GN=TUBA3C PE=1 SV=3,14.77844032,,1.712110588,17.55816323,108.5709099,4.679893438
Q68DU8,BTB/POZ domain-containing protein KCTD16 OS=Homo sapiens GN=KCTD16 PE=2 SV=1,13.36787137,,10.38449421,11.66711452,1.699281954,11.25666074
Q15042,Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens GN=RAB3GAP1 PE=1 SV=3,14.93705131,21.42797174,,20.29906731,21.93584307,8.465448675
Q9Y2E5,Epididymis-specific alpha-mannosidase OS=Homo sapiens GN=MAN2B2 PE=1 SV=4,18.48719119,18.24977254,7.238107124,17.32105389,17.13660756,
P52815,39S ribosomal protein L12_ mitochondrial OS=Homo sapiens GN=MRPL12 PE=1 SV=2,,21.81371162,21.54820432,21.96538351,15.41991879,21.81582922
Q9NQ55,Suppressor of SWI4 1 homolog OS=Homo sapiens GN=PPAN PE=1 SV=1,23.67212432,,14.87730707,28.89770438,29.38087238,10.91613536
P15374,Ubiquitin carboxyl-termil hydrolase isozyme L3 OS=Homo sapiens GN=UCHL3 PE=1 SV=1,,16.5718294,11.48975666,26.81431781,19.31703625,19.44396001
P56556,DH dehydrogese [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens GN=NDUFA6 PE=1 SV=3,,15.89493956,61.17321479,43.73558309,14.54192223,32.26476623
Q9Y6M1,Insulin-like growth factor 2 mR-binding protein 2 OS=Homo sapiens GN=IGF2BP2 PE=1 SV=2,,24.14274223,22.22038805,19.86328025,20.39322249,18.90952669
Q9BVJ6,U3 small nucleolar R-associated protein 14 homolog A OS=Homo sapiens GN=UTP14A PE=1 SV=1,,15.35061083,10.9968859,17.91689989,17.81543076,6.541341817
Q8TDZ2,Protein-methionine sulfoxide oxidase MICAL1 OS=Homo sapiens GN=MICAL1 PE=1 SV=2,,22.34209696,48.6097775,32.90962806,26.5386424,39.04216497
P05067,Amyloid beta A4 protein OS=Homo sapiens GN=APP PE=1 SV=3,,7.924822279,10.7828342,13.80796134,6.596414782,13.85848488
P28331,DH-ubiquinone oxidoreductase 75 kDa subunit_ mitochondrial OS=Homo sapiens GN=NDUFS1 PE=1 SV=3,,26.1300322,25.20761593,32.8289591,19.7764993,29.05082131
Q96SL4,Glutathione peroxidase 7 OS=Homo sapiens GN=GPX7 PE=1 SV=1,,4.657892209,10.44178597,9.567725175,9.208977386,16.7703244
Q93034,Cullin-5 OS=Homo sapiens GN=CUL5 PE=1 SV=4,,11.74723581,19.5572368,9.493919006,6.228775909,5.851364048
Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens GN=DYNC1LI1 PE=1 SV=3,,39.66912471,36.78877169,43.42323263,36.02839564,45.5500588
O95297,Myelin protein zero-like protein 1 OS=Homo sapiens GN=MPZL1 PE=1 SV=1,,15.49167885,7.784254036,13.46566418,17.04405632,9.760484743
Q9BZE1,39S ribosomal protein L37_ mitochondrial OS=Homo sapiens GN=MRPL37 PE=1 SV=2,,6.470311931,7.094113755,17.53751247,12.22104147,11.66035311
Q9UKX7,Nuclear pore complex protein Nup50 OS=Homo sapiens GN=NUP50 PE=1 SV=2,,9.216631183,6.375346535,22.38211074,7.857190295,14.44766668
Q9UKX2,Myosin-2 OS=Homo sapiens GN=MYH2 PE=1 SV=1,,3.418645787,54.46726311,24.33550986,14.34835156,15.73863475
Q99666,RANBP2-like and GRIP domain-containing protein 5/6 OS=Homo sapiens GN=RGPD5 PE=1 SV=3,,6.811545535,2.376742968,10.4353064,12.37004727,10.55233198
Q9BZG1,Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1,,13.41092568,15.62673428,14.28299107,6.622503627,5.886563536
Q86VI3,Ras GTPase-activating-like protein IQGAP3 OS=Homo sapiens GN=IQGAP3 PE=1 SV=2,,27.8611012,21.97297402,22.39539959,38.2267016,9.960946676
P46060,Ran GTPase-activating protein 1 OS=Homo sapiens GN=RANGAP1 PE=1 SV=1,,32.75070776,44.25546497,35.33596688,58.58348524,31.82282338
P61966,AP-1 complex subunit sigma-1A OS=Homo sapiens GN=AP1S1 PE=1 SV=1,9.369907053,,1.204616987,6.518931453,5.624797762,5.3941097
Q9BYG3,MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens GN=MKI67IP PE=1 SV=1,,5.350331076,2.697700565,9.652418222,6.340102571,9.981399669
Q9UI12,V-type proton ATPase subunit H OS=Homo sapiens GN=ATP6V1H PE=1 SV=1,,27.5529938,29.71463492,31.55488244,29.65031455,18.83969271
P17480,Nucleolar transcription factor 1 OS=Homo sapiens GN=UBTF PE=1 SV=1,,18.57709089,21.59709867,29.89817414,22.94590906,24.75060774
Q15165,Serum paraoxose/arylesterase 2 OS=Homo sapiens GN=PON2 PE=1 SV=3,,30.2065259,16.429324,26.04712046,38.20634375,35.69945659
Q9NY65,Tubulin alpha-8 chain OS=Homo sapiens GN=TUBA8 PE=1 SV=1,,124.2301581,69.23756327,26.86912653,42.54573128,159.2929393
Q9UKX3,Myosin-13 OS=Homo sapiens GN=MYH13 PE=1 SV=2,,9.6385958,16.95997676,5.914413384,25.89198119,9.727036754
P07864,L-lactate dehydrogese C chain OS=Homo sapiens GN=LDHC PE=2 SV=4,,45.34508402,7.0600948,10.16098203,10.33580165,6.8920937
Q99447,Ethanolamine-phosphate cytidylyltransferase OS=Homo sapiens GN=PCYT2 PE=1 SV=1,,18.18301312,18.32928387,21.26207248,17.56420801,10.84534088
Q13595,Transformer-2 protein homolog alpha OS=Homo sapiens GN=TRA2A PE=1 SV=1,24.34721575,12.55696845,27.32800448,,27.72393134,27.31988788
O75348,V-type proton ATPase subunit G 1 OS=Homo sapiens GN=ATP6V1G1 PE=1 SV=3,11.88349722,24.55631263,,16.23093116,27.69450654,20.26987674
P42167,Lami-associated polypeptide 2_ isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2,,1.737491426,30.31965205,17.93255953,28.00697392,26.40470119
Q14012,Calcium/calmodulin-dependent protein kise type 1 OS=Homo sapiens GN=CAMK1 PE=1 SV=1,,14.21958792,11.78665853,10.29280996,6.2684224,6.965713176
Q6UW68,Transmembrane protein 205 OS=Homo sapiens GN=TMEM205 PE=1 SV=1,18.2415119,22.65251418,,16.34553972,4.232594345,16.01859215
Q9NYK5,39S ribosomal protein L39_ mitochondrial OS=Homo sapiens GN=MRPL39 PE=1 SV=3,,10.28889454,18.16007304,17.4518524,13.83910585,10.12683062
O14929,Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1,41.51894217,40.15644032,,44.37263701,41.09309583,54.20546041
Q9GZS3,WD repeat-containing protein 61 OS=Homo sapiens GN=WDR61 PE=1 SV=1,,12.63077,56.74710131,29.32116961,8.247710368,14.61451112
O15439,Multidrug resistance-associated protein 4 OS=Homo sapiens GN=ABCC4 PE=1 SV=3,,14.50392108,39.10088622,21.79247244,12.54492807,40.08374213
Q9Y5Q0,Fatty acid desaturase 3 OS=Homo sapiens GN=FADS3 PE=2 SV=1,14.88766579,11.21163933,15.98649672,18.03877677,,51.67923326
Q13362,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform OS=Homo sapiens GN=PPP2R5C PE=1 SV=3,,35.08379464,28.03050725,22.44219133,18.28023989,113.4254637
Q13367,AP-3 complex subunit beta-2 OS=Homo sapiens GN=AP3B2 PE=1 SV=2,,10.71159154,42.44535101,14.71478524,41.91527937,48.06317796
P11532,Dystrophin OS=Homo sapiens GN=DMD PE=1 SV=3,100.9374425,,39.49752147,39.50096193,33.60747912,19.98246133
Q9P2R7,Succinyl-CoA ligase [ADP-forming] subunit beta_ mitochondrial OS=Homo sapiens GN=SUCLA2 PE=1 SV=3,,17.52786939,12.86597111,9.496632927,11.28496515,15.55794781
Q0ZGT2,Nexilin OS=Homo sapiens GN=NEXN PE=1 SV=1,27.51881136,17.19953698,,71.51066007,14.06997075,25.90371586
Q9BQ39,ATP-dependent R helicase DDX50 OS=Homo sapiens GN=DDX50 PE=1 SV=1,,16.92275297,19.70218987,25.21285496,21.49622465,16.54799698
Q9UPY5,Cystine/glutamate transporter OS=Homo sapiens GN=SLC7A11 PE=1 SV=1,29.09914789,,19.31912937,18.93886266,11.48516496,17.75704007
Q96GG9,DCN1-like protein 1 OS=Homo sapiens GN=DCUN1D1 PE=1 SV=1,,11.27637062,9.985674375,6.97059651,5.802415751,6.867290209
Q12768,WASH complex subunit strumpellin OS=Homo sapiens GN=KIAA0196 PE=1 SV=1,,24.46673669,17.04970901,25.16338049,19.08005545,23.34189371
Q96EL3,39S ribosomal protein L53_ mitochondrial OS=Homo sapiens GN=MRPL53 PE=1 SV=1,,7.273622143,12.33698521,17.35964148,5.929139109,11.35502721
Q9BX68,Histidine triad nucleotide-binding protein 2_ mitochondrial OS=Homo sapiens GN=HINT2 PE=1 SV=1,,22.32063253,39.31279122,22.37842979,19.51496932,20.91917452
Q9BV86,N-termil Xaa-Pro-Lys N-methyltransferase 1 OS=Homo sapiens GN=NTMT1 PE=1 SV=3,,12.47758952,19.35280738,16.62189173,13.1434746,12.8739727
O60231,Putative pre-mR-splicing factor ATP-dependent R helicase DHX16 OS=Homo sapiens GN=DHX16 PE=1 SV=2,,16.43414161,16.35675276,22.65637271,26.44382442,17.31074672
P51784,Ubiquitin carboxyl-termil hydrolase 11 OS=Homo sapiens GN=USP11 PE=1 SV=3,61.74430071,13.26213949,,3.347044264,7.766307023,11.36660971
Q9NQY0,Bridging integrator 3 OS=Homo sapiens GN=BIN3 PE=1 SV=1,,10.27193709,9.81412742,6.695055558,7.3126605,6.247824415
O14744,Protein arginine N-methyltransferase 5 OS=Homo sapiens GN=PRMT5 PE=1 SV=4,,16.37481868,17.26509925,16.17696468,15.68020848,17.83930405
Q8NB37,Parkinson disease 7 domain-containing protein 1 OS=Homo sapiens GN=PDDC1 PE=1 SV=1,,5.461822128,8.475568692,7.900129996,4.898030969,9.519681824
P13807,Glycogen [starch] synthase_ muscle OS=Homo sapiens GN=GYS1 PE=1 SV=2,,8.155128201,12.4466313,12.35794775,9.375518309,19.13168462
Q14562,ATP-dependent R helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1,,14.19863053,14.30543758,10.72619504,17.05064268,5.266419743
Q8NFQ8,Torsin-1A-interacting protein 2 OS=Homo sapiens GN=TOR1AIP2 PE=1 SV=1,,16.56163239,19.90632885,34.24278708,3.254690342,8.03186782
Q86V48,Leucine zipper protein 1 OS=Homo sapiens GN=LUZP1 PE=1 SV=2,,14.13773016,20.18750928,39.23247093,55.53938748,22.83989138
P29218,Inositol monophosphatase 1 OS=Homo sapiens GN=IMPA1 PE=1 SV=1,,8.80762409,11.05916559,13.34896558,7.640823956,10.50707549
Q9H3P7,Golgi resident protein GCP60 OS=Homo sapiens GN=ACBD3 PE=1 SV=4,,28.24284116,18.23477836,6.046646837,34.79978211,16.20244309
Q12888,Tumor suppressor p53-binding protein 1 OS=Homo sapiens GN=TP53BP1 PE=1 SV=2,,20.02912241,17.85560718,8.099119664,35.66742867,8.678679604
P14927,Cytochrome b-c1 complex subunit 7 OS=Homo sapiens GN=UQCRB PE=1 SV=2,91.0835886,6.864896735,17.54434764,21.72281514,,5.642822617
Q12884,Seprase OS=Homo sapiens GN=FAP PE=1 SV=5,,9.74974883,17.06814541,28.65338911,16.81426064,14.90136153
O60832,H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3,19.00585615,,21.38869154,21.39767494,37.96679683,15.78824173
Q6UN15,Pre-mR 3'-end-processing factor FIP1 OS=Homo sapiens GN=FIP1L1 PE=1 SV=1,,3.599375092,5.82443899,10.29187412,11.42447632,17.90190603
Q9P2B4,CTTNBP2 N-termil-like protein OS=Homo sapiens GN=CTTNBP2NL PE=1 SV=2,12.36931651,,97.63461402,15.23398637,97.78950221,12.72848525
Q8TBQ9,Protein kish-A OS=Homo sapiens GN=TMEM167A PE=2 SV=1,,29.24688033,29.29976531,29.68059256,29.57735132,17.00852832
P62837,Ubiquitin-conjugating enzyme E2 D2 OS=Homo sapiens GN=UBE2D2 PE=1 SV=1,,26.08653999,31.14868412,32.22584478,36.87957628,26.969023
Q12765,Secernin-1 OS=Homo sapiens GN=SCRN1 PE=1 SV=2,,43.58415638,58.43768171,65.56664311,40.57341459,42.32063288
Q02880,D topoisomerase 2-beta OS=Homo sapiens GN=TOP2B PE=1 SV=3,,22.98563525,19.48251885,23.25081496,27.39687987,18.41340036
Q9BXR0,Queuine tR-ribosyltransferase OS=Homo sapiens GN=QTRT1 PE=1 SV=3,,2.989470025,4.657995463,6.119174032,2.773286998,3.613230294
Q9P260,LisH domain and HEAT repeat-containing protein KIAA1468 OS=Homo sapiens GN=KIAA1468 PE=1 SV=2,,12.35432403,44.92455492,12.67557007,16.34051287,13.83113888
P19525,Interferon-induced_ double-stranded R-activated protein kise OS=Homo sapiens GN=EIF2AK2 PE=1 SV=2,,18.87883221,27.19993461,20.80338867,15.96842607,20.90425852
P53990,IST1 homolog OS=Homo sapiens GN=IST1 PE=1 SV=1,,7.258242124,7.95027007,13.658103,8.165509121,12.33032989
P08727,Keratin_ type I cytoskeletal 19 OS=Homo sapiens GN=KRT19 PE=1 SV=4,6.559067568,5.819900514,4.373910675,9.083274707,5.769483931,
O15357,Phosphatidylinositol 3_4_5-trisphosphate 5-phosphatase 2 OS=Homo sapiens GN=INPPL1 PE=1 SV=2,,23.0618593,13.77083236,7.159822301,7.400635507,49.08927412
O60711,Leupaxin OS=Homo sapiens GN=LPXN PE=1 SV=1,,16.15273797,16.75475179,16.83017736,12.83254689,16.89694086
P43487,Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1 PE=1 SV=1,,24.52234138,18.53263994,48.85254046,27.2456501,34.23232158
P35637,R-binding protein FUS OS=Homo sapiens GN=FUS PE=1 SV=1,,101.6250234,139.3375462,126.0594084,131.3166619,113.2473757
Q9UJX6,Aphase-promoting complex subunit 2 OS=Homo sapiens GN=APC2 PE=1 SV=1,20.04388821,7.517899657,8.632934769,,19.05323953,9.745003748
Q9BTE3,Mini-chromosome maintence complex-binding protein OS=Homo sapiens GN=MCMBP PE=1 SV=2,10.75621234,11.69636344,,12.89589677,14.97816194,8.555792145
Q92759,General transcription factor IIH subunit 4 OS=Homo sapiens GN=GTF2H4 PE=2 SV=1,,5.379401002,6.272115298,8.301166392,4.490873911,6.466140342
P42574,Caspase-3 OS=Homo sapiens GN=CASP3 PE=1 SV=2,31.00809706,11.68334958,,27.72273263,30.86229109,25.36272854
Q92979,Ribosomal R small subunit methyltransferase NEP1 OS=Homo sapiens GN=EMG1 PE=1 SV=4,,14.26431954,15.16528118,23.44581174,15.48197603,18.41232686
P22090,40S ribosomal protein S4_ Y isoform 1 OS=Homo sapiens GN=RPS4Y1 PE=2 SV=2,,3.422871067,4.186957957,7.152398012,9.855510289,6.873957206
P10253,Lysosomal alpha-glucosidase OS=Homo sapiens GN=GAA PE=1 SV=4,13.40844083,10.6253395,,16.01671858,13.90437074,9.266787908
Q13126,S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens GN=MTAP PE=1 SV=2,,19.05477287,22.70609891,24.46356325,17.95870556,19.04755614
P08572,Collagen alpha-2(IV) chain OS=Homo sapiens GN=COL4A2 PE=1 SV=4,,23.8665216,21.01339706,25.0047253,17.16560467,21.10059596
Q92575,UBX domain-containing protein 4 OS=Homo sapiens GN=UBXN4 PE=1 SV=2,,4.847466433,2.82548,5.082206713,7.341614841,3.857762213
Q8N543,2-oxoglutarate and iron-dependent oxygese domain-containing protein 1 OS=Homo sapiens GN=OGFOD1 PE=1 SV=1,,22.32609723,8.455187626,4.455727721,4.030854866,9.17164194
Q96JJ7,Protein disulfide-isomerase TMX3 OS=Homo sapiens GN=TMX3 PE=1 SV=2,,68.01123178,60.05975698,48.82979968,57.12554649,70.07766112
Q05397,Focal adhesion kise 1 OS=Homo sapiens GN=PTK2 PE=1 SV=2,24.71866037,7.593278651,,12.87618185,13.25890705,10.22966059
Q14241,Transcription elongation factor B polypeptide 3 OS=Homo sapiens GN=TCEB3 PE=1 SV=2,,11.34600323,5.054441296,10.57876987,7.375188191,11.02371132
P26232,Catenin alpha-2 OS=Homo sapiens GN=CTN2 PE=1 SV=5,15.61362508,36.51965742,,14.52633931,7.005453657,42.81432971
O95425,Supervillin OS=Homo sapiens GN=SVIL PE=1 SV=2,,20.3882712,20.59055938,23.26937569,43.82746341,32.31262172
O75351,Vacuolar protein sorting-associated protein 4B OS=Homo sapiens GN=VPS4B PE=1 SV=2,13.89940933,27.27412532,20.92432144,21.74477606,20.95704093,
Q8N163,DBIRD complex subunit KIAA1967 OS=Homo sapiens GN=KIAA1967 PE=1 SV=2,,17.80499141,14.93125249,18.97567216,18.40362729,18.69030676
Q86XZ4,Spermatogenesis-associated serine-rich protein 2 OS=Homo sapiens GN=SPATS2 PE=1 SV=1,,19.07167399,10.97300697,10.7071664,18.53201862,20.65774911
P16298,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Homo sapiens GN=PPP3CB PE=1 SV=2,,2.379001587,9.648376567,19.42805469,3.699098848,10.22124209
Q9Y6Q5,AP-1 complex subunit mu-2 OS=Homo sapiens GN=AP1M2 PE=1 SV=4,7.912293139,7.253002777,1.925934996,,0.544059341,3.705325264
Q8IXT5,R-binding protein 12B OS=Homo sapiens GN=RBM12B PE=1 SV=2,,10.13391128,8.745295814,13.04173102,10.5960058,13.09449213
Q96RP9,Elongation factor G_ mitochondrial OS=Homo sapiens GN=GFM1 PE=1 SV=2,,29.02756014,15.73346338,30.36821275,73.51802321,16.99027883
Q14669,E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens GN=TRIP12 PE=1 SV=1,,22.92755174,38.74597281,98.15415684,78.14661201,39.65711077
Q9UM54,Unconventiol myosin-VI OS=Homo sapiens GN=MYO6 PE=1 SV=4,,37.31175656,22.55571594,49.26062681,35.91903633,16.12119612
O94776,Metastasis-associated protein MTA2 OS=Homo sapiens GN=MTA2 PE=1 SV=1,26.509568,6.116965859,,18.44605207,11.7921152,8.110854794
Q8IWJ2,GRIP and coiled-coil domain-containing protein 2 OS=Homo sapiens GN=GCC2 PE=1 SV=4,,85.01634954,49.87847993,71.40787422,73.03709032,86.29134771
Q9BRL6,Serine/arginine-rich splicing factor 8 OS=Homo sapiens GN=SRSF8 PE=1 SV=1,,4.400150136,33.88223465,14.67532421,50.66988317,38.27314373
